"txt_cleaned","incivility","DIC","doc"
"偷食已經仆街 仲要唱9自己老婆我冇野講 我要見律師 我要飲水",1,1,"偷食 已經 仆街 仲要 唱 自己 老婆 我 冇野 講 我要 見 律師 我要 飲水"
"正仆街發展商",1,1,"正 仆街 發展商"
"唔抵得師奶有個完整家庭？",0,0,"唔抵得 師奶 有個 完整 家庭"
"同意，曱甴破壞地鐵，交通設施，商鋪，打市民，警察都唔拉哂佢地，好明顯警隊內部有黑警勾結暴徒，真係要依法捉哂班無間道出黎:",2,1,"同意 曱甴 破壞 地鐵 交通 設施 商鋪 打 市民 警察 都 唔拉 哂 佢地 好明顯 警隊 內部 有 黑警 勾結 暴徒 真係 要 依法 捉 哂 班 無間道 出黎"
"真定假啊唔好哄我開心中環仲係一街支那人好似去咗上海咁",2,1,"真定 假 啊 唔好 哄 我 開心 中環 仲係 一街 支那人 好似 去咗 上海 咁"
"支共諗住拉埋新加坡入佢地極權陣營睇下佢地係咪仲想食兩家茶禮踩香港多一腳如果香港捱得過今次呢關 坡狗又站錯隊到西方要賞善罰惡 清算埋坡狗就好笑",2,1,"支共 諗住 拉埋 新加坡 入 佢地 極權 陣營 睇下 佢地 係咪 仲想 食 兩家 茶禮 踩 香港 多 一腳 如果 香港 捱得過 今次 呢關 坡狗 又 站 錯 隊到 西方 要 賞善罰惡 清算 埋 坡狗 就 好笑"
"lsls向普京挑釁有什麼特別呢？lsls自敘利亞開始備受美國援助，一直和俄國都呈敵對狀態，叫囂幾下又如何？難道有資格威脅到普京嗎？相反美國種禍養患，坐大了lsls，就認真頭痛了，不但其中東利益受到威脅，而且lsls成員中不乏有英國、美國等國民，一旦那些恐怖分子回國，勢必帶來一連串恐怖事件，所以英國政府為此大為緊張是不無道理的。",0,0,"向 普京 挑釁 有 什麼 特別 呢 自 敘利亞 開始 備受 美國 援助 一直 和 俄國 都 呈 敵對 狀態 叫囂 幾下 又 如何 難道 有資格 威脅 到 普京 嗎 相反 美國 種禍 養患 坐大 了 就 認真 頭痛 了 不但 其 中東 利益 受到 威脅 而且 成員 中 不乏 有 英國 美國 等 國民 一旦 那些 恐怖分子 回國 勢必 帶來 一連串 恐怖 事件 所以 英國 政府 為此 大為 緊張 是 不無道理 的"
"[今日recap]重整旗鼓第一炮 - 文宣重啟,對抗三毛！- 分享自 lihkg 討論區https://lih.kg/1439480",2,1,"今日 重整旗鼓 第一炮 文宣 重啟 對抗 三毛 分享 自 討論區"
"睇佢條片啦 聞乜柒",1,1,"睇佢 條片 啦 聞 乜柒"
"講真其實頭號要消失犯係佢，搞掂佢香港冇乜人會在意..;p",0,0,"講真 其實 頭號 要 消失 犯 係 佢 搞掂佢 香港冇 乜人 會 在意"
"成日話鬼佬高科技........高佢老味 :lol",1,1,"成日話 鬼佬 高科技 高 佢老味"
"港鐵應該改名做『曱鐵』:",0,0,"港鐵 應該 改名 做 曱 鐵"
"算吧啦警犬睇下你地自己係屋企都痴曬線眾叛親離仲係網上扮冷靜",2,1,"算吧啦 警犬 睇下 你地 自己 係 屋企 都 痴曬線 眾叛親離 仲係 網上 扮 冷靜"
"呢d咪洗腦囉!d人聽左吾想做港豬落地獄，咪要埋拒地堆囉!",3,1,"呢 咪 洗腦 囉 人 聽 左 吾想 做 港豬 落地獄 咪 要 埋 拒地 堆 囉"
"向前暴力衝擊挑釁，佢地目的就係要有人流血製造反警反政府聲音，求仁得仁；只係蒙在鼓裡既群眾至今還未知被所謂同路人出賣！大家無需要再回呢個帖，件垃圾樓主旨在分化政府警隊，心腸歹毒，歪理連篇，用詞笨絀，人渣垃圾！",1,1,"向前 暴力 衝擊 挑釁 佢地 目的 就係 要有 人 流血 製造 反警 反政府 聲音 求仁得仁 只係 蒙在鼓裡 既 群眾 至今 還 未知 被 所謂 同路人 出賣 大家 無需 要再 回 呢個 帖 件 垃圾 樓主 旨在 分化 政府 警隊 心腸 歹毒 歪理連篇 用詞 笨絀 人渣 垃圾"
"冇錢,,搭車返工,,,搭到窮",0,0,"冇錢 搭車 返工 搭到 窮"
"吊緊鐵仲行咁近 見到都即刻行開啦",1,0,"吊緊 鐵仲行 咁近 見到 都 即刻 行 開啦"
"佢係講緊d去遊行嘅果班廢青，你有去咩？",2,1,"佢係 講緊 去 遊行 嘅 果班 廢青 你 有 去咩"
"咁佢本身道友黎，帶冰毒出街好正常。唔好立場決定是非咁on9",1,1,"咁佢 本身 道友 黎 帶 冰毒 出街 好正常 唔好 立場 決定 是非 咁"
"咁就唔好開太多post，集中d黎討論, 其實一開始, 你就話唔夠奶水, 就算夠, 也不夠飽, 因為囡囡似乎不開胃,卻要泵出兩人份量的奶水。嬰兒唔夠奶水就會影響心肺、呼吸、消化、及腦部的生長,營養不良, 更容易誘發發燒生病。 只要不是特別嚴重的、需要動手術刀的病症,一般醫院都好有經驗,因為唔止你一個有呢個病況,院方醫慣醫熟, 基本上無問題。問題當然落在患者夠不夠體力和耐力啦。而且囡囡又經常躲著哭,唔多歡快, 心情抑鬱, 這樣負面情緒形成的毒素實會滲谷入血液, 再變成奶, 嬰兒飲了後, 會造成很好大傷害。即係咁, 現在留一個嬰兒給你照顧, 會給他飲甚麼?我建議飲全脂uht奶, 都不要飲加了添加劑的奶粉(uht奶開盒後要冷凍，飲之前要弄暖)",0,1,"咁就 唔好 開 太多 集中 黎 討論 其實 一開始 你 就話 唔夠 奶水 就算 夠 也 不 夠飽 因為 囡囡 似乎 不 開胃 卻要 泵 出 兩人 份量 的 奶水 嬰兒 唔夠 奶水 就會 影響 心肺 呼吸 消化 及 腦部 的 生長 營養 不良 更 容易 誘發 發燒 生病 只要 不是 特別嚴重 的 需要 動 手術刀 的 病症 一般 醫院 都好 有經驗 因為 唔止 你 一個 有 呢個 病況 院方 醫慣 醫熟 基本上 無問題 問題 當然 落在 患者 夠不夠 體力 和 耐力 啦 而且 囡囡 又 經常 躲著 哭 唔多 歡快 心情 抑鬱 這樣 負面 情緒 形成 的 毒素 實會 滲谷入 血液 再 變成 奶 嬰兒 飲 了 後 會 造成 很好 大傷害 即 係咁 現在 留 一個 嬰兒 給你 照顧 會 給他 飲 甚麼 我 建議 飲 全脂 奶 都 不要 飲 加了 添加劑 的 奶粉 奶開 盒後要 冷凍 飲 之前 要 弄 暖"
"宜家嘜柒嘢新聞　事無大小都要圍住『國安法　黑暴　黃c　藍c　黑警　狗官』",3,1,"宜家 嘜 柒 嘢 新聞  事無大小 都要 圍住 國安法  黑暴  黃c  藍  黑警  狗官"
"你呢句話仲仆街過藍屍你對唔對得住中實彈果兩個小朋友",3,1,"你 呢句 話仲 仆街 過 藍屍 你 對 唔 對得住 中 實彈 果 兩個 小朋友"
"https://shanghainationalparty.com只會變下一個香港",0,0,"只會 變 下一個 香港"
"都沒有什麼意見了",0,0,"都 沒有 什麼 意見 了"
"china兄，匪國？？香港係邊國d？china係咩？笑死:",2,0,"兄 匪國 香港 係邊 國 係咩 笑死"
"支那寶就無實體舖啫 小米喎...",2,1,"支那 寶就 無 實體 舖 啫 小米 喎"
"點解黃c冇人去同意我？黑警又衰，港共政權又衰，又水深火熱。咁，最理想係解散政府並及 遣散曬所有公務員。",2,1,"點解 黃c 冇人 去 同意 我 黑警 又 衰 港共 政權 又 衰 又 水深火熱 咁 最理想 係 解散 政府 並及 遣散 曬 所有 公務員"
"相信大家都記得呢一幕留意到有討論狗狗可能有新部署[警世] 知唔知點解呢兩晚點解班狗遲遲都唔出黎https://lih.kg/1622718- 分享自 lihkg 討論區要小心尤其係高危嘅商鋪褔建360 支那銀行 .etc可能會有狗狗事先部署好係入面一拉開閘門就沖班畜龍岀黎亂槍掃射捉人被捉到可能會被告其他有意圖嘅罪行路過見到有狗部署嘅手捉最好可以影相通知手足班狗好陰濕可以用運貨嘅方式運裝備同狗隻入鋪部署警黑最叻就係合作隔離有落閘嘅商鋪都要睇清楚有冇上好鎖防止有陷阱 有狗沖岀黎就唔好啦入去開工前都要小心幫手推啊 要比前線睇到預防光復香港 時代革命五大訴求 缺一不可解散警隊 刻不容緩",2,1,"相信 大家 都 記得 呢 一幕 留意到 有 討論 狗狗 可能 有 新 部署 警世 知唔知 點解 呢 兩 晚點 解班狗 遲遲 都 唔出黎 分享 自 討論區 要 小心 尤其 係 高危 嘅 商鋪 褔建 支那 銀行 可能 會有 狗狗 事先 部署 好係 入面 一 拉開 閘門 就 沖 班 畜龍 岀黎 亂槍掃射 捉人 被 捉到 可能 會 被告 其他 有 意圖 嘅 罪行 路過 見到 有 狗 部署 嘅手 捉 最好 可以 影相 通知 手足 班狗 好 陰濕 可以 用 運貨 嘅 方式 運 裝備 同 狗隻 入 鋪 部署 警黑 最叻 就係 合作 隔離 有 落閘 嘅 商鋪 都要 睇清楚 有冇 上 好鎖 防止 有 陷阱 有 狗沖 岀黎 就 唔好啦 入去 開工 前 都要 小心 幫手推 啊 要 比 前線 睇到 預防 光復香港 時代革命 五大訴求 缺一不可 解散 警隊 刻不容緩"
"屌你老母 根本謀殺",1,1,"屌你老母 根本 謀殺"
"係呀 發夢打撚死你呀p牌五毛",3,1,"係呀 發夢 打 撚 死 你 呀 牌 五毛"
"pic同 stomato成日同聲同氣，佢地先係同一人。",0,0,"同 成日 同聲同氣 佢地 先係 同一 人"
"仲以為係小學雞 原來又係3毛",2,1,"仲 以為 係 小學雞 原來 又係 毛"
"咁即使掉返轉去講(你都係想咁講)中國失敗因為漢文化日本成功因為無漢文化 都唔合理因為兩者成功失敗同漢文化無關兩者嘅時空背景都唔同一個係由皇權自行主導嘅改革一個係由地方發動戰爭推翻中央(幕府)後嘅改革點可以簡單歸納成尊漢同排漢之別？",0,0,"咁 即使 掉返轉 去講 你 都係 想 咁講 中國 失敗 因為 漢文化 日本 成功 因為 無 漢文化 都 唔合 理因為 兩者 成功 失敗 同 漢文化 無關 兩者 嘅 時空 背景 都 唔同 一個 係 由 皇權 自行 主導 嘅 改革 一個 係 由 地方 發動戰爭 推翻 中央 幕府 後 嘅 改革 點可以 簡單 歸納 成尊漢 同排 漢之別"
"mpf d錢係私人財產, 諗都唔好諗, 諗下都係罪ar:",0,0,"錢 係 私人 財產 諗 都 唔好諗 諗下 都係 罪"
"黑警殺咁多人真係做多左啦",2,1,"黑警 殺 咁多 人 真係 做多 左啦"
"露晒餡啦就憑佢報警 仲話香港係法治社會就知佢人定鬼啦 仲討論咁多做麥柒",1,1,"露晒 餡 啦 就憑佢 報警 仲話 香港 係 法治 社會 就知 佢 人 定 鬼 啦 仲 討論 咁多 做麥 柒"
"都做了一年戲，明眼人都看穿你們自導自演的把戲！每次上電視丶電台受訪的臨時演員丶目的就是要毀滅我們的工作，想餓死市民，總之犯民這些人收到的任務就是要破壞香港！",2,1,"都 做了 一年 戲 明眼人 都 看穿 你們 自導自演 的 把戲 每次 上電視 丶 電台 受訪 的 臨時 演員 丶 目的 就 是要 毀滅 我們 的 工作 想 餓死 市民 總之 犯民 這些人 收到 的 任務 就 是要 破壞 香港"
"唔撚要一萬啊",1,1,"唔撚 要 一萬 啊"
"只要將條友交俾d狗唔俾佢再打人既然佢點處理我地理唔到就唔好撚理繼續行or散",3,1,"只 要將 條友 交俾 狗 唔俾佢 再打 人 既然 佢 點處理 我 地理 唔到 就 唔 好撚 理 繼續 行 散"
"林鄭：懲教署口罩不應推出市場造成競爭https://lih.kg/1854624- 分享自 lihkg 討論區吓？",0,0,"林鄭 懲教署 口罩 不應 推出 市場 造成 競爭 分享 自 討論區 吓"
"其實佢知唔知咩叫攬炒？攬炒係雙方嘅責任 就係雙方都唔肯退讓所以最後先會行到攬炒呢一步示威者只係反抗政府 一直處於被動角色而政府係掌握係主動 決定權喺政府度如果話提倡攬炒嘅人係示威者咁執行攬炒嘅人一定係政府",0,0,"其實 佢 知唔知 咩叫 攬炒 攬炒 係 雙方 嘅 責任 就係 雙方 都 唔肯 退讓 所以 最後 先會 行到 攬炒 呢一步 示威者 只係 反抗 政府 一直 處於 被動 角色 而 政府 係 掌握 係 主動 決定權 喺 政府 度 如果 話 提倡 攬炒 嘅 人 係 示威者 咁 執行 攬炒 嘅 人 一 定係 政府"
"真係好多可疑位好擔心，但好似冇咩回響咁",0,0,"真係 好多 可疑 位 好擔心 但 好似 冇咩 回響 咁"
"幾時向中國宣戰",0,0,"幾時 向 中國 宣戰"
"支持全國所有黑警齊齊劈炮，可以為當地庫房大慳一筆:lol",2,1,"支持 全國 所有 黑警 齊齊 劈炮 可 以為 當地 庫房 大 慳一筆"
"所以現在主宰世界的猶太人 。中國復興的最大對手根本不是美國。",0,0,"所以 現在 主宰 世界 的 猶太人 中國 復興的 最大 對手 根本 不是 美國"
"中學生勉強仲得，咁小學生呢？香港法例唔准請童工喎！:",0,0,"中學生 勉強 仲得 咁小 學生 呢 香港 法例 唔准 請 童工 喎"
"成班傻狗",2,1,"成班 傻狗"
"國際足協已成五毛:q",2,1,"國際 足協 已成 五毛"
"屌你得台灣先有國民黨？知唔知大陸都有國民黨地下黨派以前嘅殘餘實力，嗰陣隨時準備反共復國",1,1,"屌你 得 台灣 先有 國民黨 知唔知 大陸 都有 國民黨 地下 黨派 以前 嘅 殘餘 實力 嗰陣 隨時 準備 反共復國"
"第一代富豪，財富個個都係慳出來的",0,0,"第一代 富豪 財富 個個 都係 慳 出來的"
"呢d正死仆街.......................................",1,1,"呢 正 死仆街"
"柒婆邊敢郁佢地？",2,1,"柒婆 邊敢 郁佢 地"
"當然不信, 香港人眼睛是雪亮的 :",0,0,"當然 不信 香港人 眼睛 是 雪亮 的"
"哈～哈～為數不多登陸部隊，你知唔知強國有幾多軍人…還有潛艇一開炮，佢唔洗旨意走得甩，反潛艦，反潛機…等肯定炸到佢開花",0,0,"哈 哈 為數不多 登陸 部隊 你 知唔知 強國 有 幾多 軍人 還有 潛艇 一 開炮 佢 唔洗 旨意 走得 甩 反 潛艦 反潛 機 等 肯定 炸到 佢 開花"
"又有作文比賽了。我話你係石頭爆出來的。",0,0,"又有 作文 比賽 了 我話 你 係 石頭 爆出 來的"
"好似幾肥下",0,0,"好似 幾肥下"
"呆蛙話有聞煮，但點解個腫桶可以咁毒材？民不聊生、生不如死，日日陳抗，慘！",2,1,"呆 蛙 話 有 聞 煮 但 點解 個 腫桶 可以 咁毒 材 民不聊生 生不如死 日日 陳 抗 慘"
"推到blizzard ban埋個character佢",0,0,"推到 埋個 佢"
"照你咁講熱狗一定告得入，因為在product quality來講熱狗裏面完全冇狗肉嘅成份（有嘅話就更加告得入）在product description來講一啲都唔似隻狗，所以兩瓣都唔中。所以以後只可以有麵包夾腸唔可以有熱狗了！係唔係咁講呀！",0,0,"照 你 咁講 熱狗 一定 告得入 因為 在 來講 熱狗 裏面 完全冇 狗肉 嘅 成份 有 嘅 話 就 更加 告得入 在 來講 一啲 都 唔似 隻 狗 所以 兩瓣 都 唔中 所以 以後 只可 以有 麵包 夾腸 唔可以 有 熱狗 了 係唔係 咁講 呀"
"我就係覺得睇完好似怪怪哋好似唔係好關我事所以就諗住會唔會係我理解錯",0,0,"我 就係 覺得 睇完 好似 怪怪 哋 好似 唔係 好關 我 事 所以 就 諗住 會 唔會 係 我 理解 錯"
"笑撚死",1,1,"笑 撚 死"
"漢奸走狗邪魔妖孽無所遁形:lol",2,1,"漢奸走狗 邪魔 妖孽 無所遁形"
"市民心聲:屌你老母死黑警",3,1,"市民 心聲 屌你老母 死 黑警"
"鬼佬就係自大，覺得中國一定要同佢做生意，有尾國總統射住邊個唔比面，可惜跟著個傻佬:",2,0,"鬼佬 就係 自大 覺得 中國 一定 要同 佢做 生意 有 尾國 總統 射住 邊個 唔比 面 可惜 跟著 個 傻佬"
"【新增內容：中國駐英大使館聲明、中央電視台聲明】一名戴記者證女子，在伯明翰、由英國保守黨舉行的香港座談會...",0,0,"新增 內容 中國 駐英 大使館 聲明 中央電視台 聲明 一名 戴 記者證 女子 在 伯明翰 由 英國 保守黨 舉行 的 香港 座談會"
"唔通比人搞",0,0,"唔通 比人 搞"
"刧財不成反被刧色, av界又有個好題材:lol :",0,0,"刧 財 不成 反 被 刧 色 界 又 有個 好 題材"
"奴隸做乜有權揀食乜嘢應該修律只准餐廳賣白面包",0,0,"奴隸 做乜 有權 揀食 乜嘢 應該 修律 只准 餐廳 賣白 面包"
"朱西迪係抗爭？",2,1,"朱西迪 係 抗爭"
"你問下果d人中小學比人打有無還手就知佢地係咪左膠",2,1,"你 問下 果 人中 小學 比人 打 有無 還手 就知 佢地 係咪 左膠"
"高院批准延長機場臨時禁制令http://www.etnet.com.hk/www/tc/news/categorized_news_detail.php?category=latest&newsid=etn290823542",0,0,"高院 批准 延長 機場 臨時 禁制令"
"marvel帶來好多期待及驚喜，好影響對美國漫畫發展rest in peace",0,0,"帶來 好多 期待 及 驚喜 好影響 對 美國 漫畫 發展"
